gene_id,gene_name,gene_biotype,count
AT1G05460,SDE3,protein_coding,5
AT1G05463,null,ncRNA,0
AT1G05467,null,lncRNA,0
AT1G05470,IP5P6,protein_coding,3
AT1G05473,null,lncRNA,0
AT1G05477,null,lncRNA,0
AT1G05483,null,lncRNA,0
AT1G05487,null,lncRNA,0
AT1G05490,CLSY3,protein_coding,0
AT1G05493,null,lncRNA,0
AT1G05497,null,lncRNA,0
AT1G05500,SYT5,protein_coding,6
AT1G05507,null,lncRNA,0
AT1G05510,OBAP1A,protein_coding,0
AT1G05517,null,lncRNA,0
AT1G05520,null,protein_coding,7
AT1G05523,null,lncRNA,0
AT1G05527,null,lncRNA,0
AT1G05530,UGT75B2,protein_coding,0
AT1G05533,null,lncRNA,0
AT1G05537,null,lncRNA,0
AT1G05540,null,protein_coding,0
AT1G05543,null,lncRNA,0
AT1G05547,null,ncRNA,0
AT1G05550,null,protein_coding,0
AT1G05553,null,lncRNA,1
AT1G05557,null,lncRNA,0
AT1G05560,UGT1,protein_coding,0
AT1G05562,null,lncRNA,0
AT1G05563,null,snoRNA,0
AT1G05567,null,lncRNA,0
AT1G05570,CALS1,protein_coding,15
AT1G05575,null,protein_coding,0
AT1G05577,null,protein_coding,0
AT1G05580,CHX23,protein_coding,0
AT1G05583,null,lncRNA,0
AT1G05587,null,lncRNA,0
AT1G05590,HEXO2,protein_coding,4
AT1G05593,null,lncRNA,0
AT1G05597,null,lncRNA,0
AT1G05600,null,protein_coding,2
AT1G05603,null,lncRNA,0
AT1G05607,null,lncRNA,0
AT1G05610,APS2,protein_coding,1
AT1G05613,null,lncRNA,0
AT1G05615,null,protein_coding,0
AT1G05617,null,lncRNA,0
AT1G05620,URH2,protein_coding,2
AT1G05623,null,lncRNA,0
AT1G05627,null,miRNA,1
AT1G05630,AT5PTASE13,protein_coding,7
AT1G05633,null,lncRNA,0
AT1G05637,null,miRNA,0
AT1G05640,null,protein_coding,2
AT1G05643,null,lncRNA,0
AT1G05647,null,lncRNA,0
AT1G05650,null,protein_coding,0
AT1G05653,null,lncRNA,0
AT1G05657,null,lncRNA,0
AT1G05660,null,protein_coding,1
AT1G05663,null,lncRNA,0
AT1G05667,null,lncRNA,0
AT1G05670,null,protein_coding,1
AT1G05673,null,snRNA,0
AT1G05675,UGT74E1,protein_coding,1
AT1G05680,UGT74E2,protein_coding,0
AT1G05683,null,lncRNA,0
AT1G05687,null,lncRNA,0
AT1G05690,BT3,protein_coding,2
AT1G05693,null,lncRNA,0
AT1G05697,null,ncRNA,0
AT1G05700,null,protein_coding,0
AT1G05703,null,lncRNA,0
AT1G05707,null,lncRNA,0
AT1G05710,null,protein_coding,1
AT1G05713,null,lncRNA,0
AT1G05717,null,lncRNA,0
AT1G05720,null,protein_coding,2
AT1G05723,null,lncRNA,0
AT1G05727,null,lncRNA,0
AT1G05730,null,protein_coding,0
AT1G05733,null,lncRNA,0
AT1G05737,null,lncRNA,0
AT1G05740,null,protein_coding,0
AT1G05747,null,lncRNA,0
AT1G05750,PDE247,protein_coding,0
AT1G05753,null,lncRNA,0
AT1G05757,null,lncRNA,0
AT1G05760,RTM1,protein_coding,0
AT1G05763,null,lncRNA,0
AT1G05767,null,lncRNA,0
AT1G05770,JAL2,protein_coding,0
AT1G05773,null,lncRNA,0
AT1G05777,null,lncRNA,0
AT1G05780,null,protein_coding,3
AT1G05783,null,protein_coding,4
AT1G05785,null,protein_coding,0
AT1G05787,null,lncRNA,0
AT1G05790,null,protein_coding,2
AT1G05793,null,lncRNA,23
AT1G05797,null,lncRNA,0
AT1G05800,DGL,protein_coding,0
AT1G05803,null,lncRNA,0
AT1G05805,BHLH128,protein_coding,10
AT1G05807,null,lncRNA,0
AT1G05810,ARA,protein_coding,7
AT1G05813,null,ncRNA,0
AT1G05817,null,lncRNA,55
AT1G05820,SPPL5,protein_coding,1
AT1G05823,null,lncRNA,0
AT1G05827,null,lncRNA,0
AT1G05830,ATX2,protein_coding,2
AT1G05833,null,lncRNA,0
AT1G05835,null,protein_coding,0
AT1G05837,null,lncRNA,0
AT1G05840,null,protein_coding,3
AT1G05843,null,lncRNA,0
AT1G05847,null,lncRNA,0
AT1G05850,CTL1,protein_coding,93
AT1G05853,null,snRNA,193
AT1G05857,null,lncRNA,0
AT1G05860,null,protein_coding,1
AT1G05863,null,lncRNA,0
AT1G05867,null,lncRNA,0
AT1G05870,null,protein_coding,1
AT1G05873,null,lncRNA,0
AT1G05880,ARI12,protein_coding,0
AT1G05887,null,lncRNA,0
AT1G05890,ARI5,protein_coding,7
AT1G05893,null,lncRNA,0
AT1G05894,null,protein_coding,0
AT1G05897,null,lncRNA,0
AT1G05900,NTH2,protein_coding,2
AT1G05903,null,lncRNA,0
AT1G05907,null,snoRNA,17
AT1G05910,null,protein_coding,8
AT1G05913,null,lncRNA,0
AT1G05917,null,snoRNA,0
AT1G05920,null,protein_coding,0
AT1G05927,null,lncRNA,0
AT1G05930,null,protein_coding,0
AT1G05933,null,lncRNA,0
AT1G05937,null,lncRNA,0
AT1G05940,CAT9,protein_coding,13
AT1G05943,null,lncRNA,0
AT1G05947,null,lncRNA,0
AT1G05950,null,protein_coding,0
AT1G05953,null,lncRNA,0
AT1G05957,null,lncRNA,0
AT1G05960,null,protein_coding,9
AT1G05963,null,lncRNA,0
AT1G05967,null,lncRNA,0
AT1G05970,null,protein_coding,0
AT1G05973,null,lncRNA,0
AT1G05977,null,lncRNA,0
AT1G05980,null,tRNA,0
AT1G05983,null,lncRNA,0
AT1G05987,null,lncRNA,0
AT1G05990,CML7,protein_coding,0
AT1G05993,null,snoRNA,340
AT1G05997,null,snoRNA,10
AT1G06000,UGT89C1,protein_coding,0
AT1G06002,null,lncRNA,0
AT1G06003,null,lncRNA,0
AT1G06007,null,lncRNA,0
AT1G06010,null,protein_coding,0
AT1G06013,null,lncRNA,0
AT1G06017,null,lncRNA,0
AT1G06020,null,protein_coding,0
AT1G06023,null,lncRNA,0
AT1G06027,null,lncRNA,0
AT1G06030,null,protein_coding,1
AT1G06033,null,snoRNA,11
AT1G06037,null,lncRNA,0
AT1G06040,BBX24,protein_coding,57
AT1G06043,null,lncRNA,0
AT1G06045,null,protein_coding,0
AT1G06047,null,lncRNA,0
AT1G06050,null,protein_coding,3
AT1G06053,null,lncRNA,0
AT1G06057,null,lncRNA,0
AT1G06060,null,protein_coding,2
AT1G06063,null,lncRNA,0
AT1G06067,null,lncRNA,0
AT1G06070,null,protein_coding,3
AT1G06073,null,lncRNA,0
AT1G06080,ADS1,protein_coding,8
AT1G06083,null,lncRNA,0
AT1G06087,null,snoRNA,1
AT1G06090,null,protein_coding,0
AT1G06093,null,lncRNA,0
AT1G06097,null,lncRNA,6
AT1G06100,null,protein_coding,0
AT1G06103,null,lncRNA,0
AT1G06110,SKIP16,protein_coding,4
AT1G06113,null,lncRNA,0
AT1G06117,null,lncRNA,0
AT1G06120,null,protein_coding,1
AT1G06123,null,lncRNA,0
AT1G06127,null,lncRNA,0
AT1G06130,GLX2-4,protein_coding,2
AT1G06133,null,lncRNA,0
AT1G06135,null,protein_coding,0
AT1G06137,null,protein_coding,0
AT1G06140,PCMP-E61,protein_coding,0
AT1G06143,EMB1444,protein_coding,0
AT1G06147,null,lncRNA,123
AT1G06148,null,protein_coding,69
AT1G06150,EMB1444,protein_coding,0
AT1G06153,null,lncRNA,0
AT1G06157,null,lncRNA,0
AT1G06160,ERF094,protein_coding,10
AT1G06163,null,lncRNA,56
AT1G06170,BHLH89,protein_coding,0
AT1G06173,null,lncRNA,0
AT1G06177,null,lncRNA,0
AT1G06180,ATMYB13,protein_coding,4
AT1G06187,null,lncRNA,0
AT1G06190,null,protein_coding,5
AT1G06197,null,lncRNA,0
AT1G06200,null,protein_coding,2
AT1G06203,null,lncRNA,0
AT1G06207,null,lncRNA,0
AT1G06210,TOL2,protein_coding,3
AT1G06213,null,lncRNA,0
AT1G06217,null,lncRNA,0
AT1G06220,CLO,protein_coding,5
AT1G06225,CLE3,protein_coding,0
AT1G06227,null,lncRNA,0
AT1G06230,GTE4,protein_coding,6
AT1G06233,null,snoRNA,0
AT1G06237,null,snoRNA,0
AT1G06240,null,protein_coding,2
AT1G06243,null,snoRNA,0
AT1G06247,null,snoRNA,0
AT1G06250,null,protein_coding,0
AT1G06253,null,snoRNA,0
AT1G06257,null,lncRNA,0
AT1G06260,null,protein_coding,0
AT1G06263,null,snoRNA,4
AT1G06265,null,lncRNA,0
AT1G06267,null,snoRNA,185
AT1G06270,null,protein_coding,0
AT1G06273,null,snoRNA,54
AT1G06277,null,snoRNA,1
AT1G06280,LBD2,protein_coding,0
AT1G06283,null,snoRNA,1
AT1G06287,null,lncRNA,0
AT1G06290,ACX3,protein_coding,9
AT1G06293,null,lncRNA,7
AT1G06297,null,lncRNA,0
AT1G06303,null,lncRNA,0
AT1G06307,null,lncRNA,0
AT1G06310,ACX3.2,protein_coding,0
AT1G06313,null,lncRNA,0
AT1G06317,null,lncRNA,0
AT1G06320,null,protein_coding,0
AT1G06323,null,lncRNA,0
AT1G06327,null,lncRNA,0
AT1G06330,null,protein_coding,0
AT1G06333,null,lncRNA,1
AT1G06337,null,lncRNA,0
AT1G06340,null,protein_coding,0
AT1G06343,null,lncRNA,0
AT1G06347,null,lncRNA,78
AT1G06350,null,protein_coding,1
AT1G06353,null,lncRNA,0
AT1G06357,null,lncRNA,0
AT1G06360,null,protein_coding,2
AT1G06363,null,lncRNA,0
AT1G06373,null,lncRNA,0
AT1G06377,null,lncRNA,0
AT1G06380,null,protein_coding,3
AT1G06383,null,lncRNA,0
AT1G06387,null,lncRNA,0
AT1G06390,ASK9,protein_coding,8
AT1G06393,null,lncRNA,33
AT1G06397,null,snoRNA,0
AT1G06400,RABA1A,protein_coding,7
AT1G06403,null,lncRNA,0
AT1G06407,null,lncRNA,19
AT1G06410,TPS7,protein_coding,29
AT1G06413,null,lncRNA,0
AT1G06417,null,lncRNA,0
AT1G06420,null,protein_coding,1
AT1G06423,null,lncRNA,0
AT1G06427,null,lncRNA,0
AT1G06430,FTSH8,protein_coding,28
AT1G06433,null,lncRNA,1
AT1G06437,null,lncRNA,0
AT1G06440,null,protein_coding,0
AT1G06443,null,lncRNA,0
AT1G06447,null,lncRNA,2
AT1G06450,CAF1-1,protein_coding,0
AT1G06453,null,snoRNA,0
AT1G06457,null,snoRNA,0
AT1G06460,ACD32.1,protein_coding,2
AT1G06463,null,snoRNA,13
AT1G06467,null,snoRNA,0
AT1G06470,null,protein_coding,2
AT1G06473,null,lncRNA,0
AT1G06475,null,protein_coding,0
AT1G06480,null,tRNA,0
AT1G06483,null,lncRNA,0
AT1G06487,null,lncRNA,0
AT1G06490,CALS7,protein_coding,0
AT1G06493,null,lncRNA,0
AT1G06497,null,lncRNA,0
AT1G06500,null,protein_coding,0
AT1G06507,null,lncRNA,0
AT1G06510,null,protein_coding,0
AT1G06513,null,lncRNA,0
AT1G06515,null,protein_coding,0
AT1G06517,null,lncRNA,0
AT1G06520,GPAT1,protein_coding,0
AT1G06523,null,miRNA,1
AT1G06527,null,lncRNA,0
AT1G06530,PMD2,protein_coding,0
AT1G06533,null,lncRNA,0
AT1G06537,null,lncRNA,4
AT1G06540,null,protein_coding,1
AT1G06543,null,lncRNA,0
AT1G06547,null,snoRNA,1
AT1G06550,null,protein_coding,6
AT1G06553,null,snoRNA,11
AT1G06557,null,lncRNA,2
AT1G06560,null,protein_coding,2
AT1G06567,null,lncRNA,0
AT1G06570,HPD,protein_coding,8
AT1G06573,null,lncRNA,0
AT1G06577,null,lncRNA,0
AT1G06580,null,protein_coding,10
AT1G06583,null,lncRNA,0
AT1G06587,null,lncRNA,0
AT1G06590,APC5,protein_coding,0
AT1G06593,null,lncRNA,0
AT1G06597,null,miRNA,0
AT1G06603,null,lncRNA,0
AT1G06607,null,lncRNA,0
AT1G06610,null,tRNA,5
AT1G06613,null,lncRNA,0
AT1G06617,null,lncRNA,0
AT1G06620,null,protein_coding,6
AT1G06623,null,miRNA,0
AT1G06627,null,lncRNA,0
AT1G06630,null,protein_coding,6
AT1G06633,null,lncRNA,0
AT1G06637,null,lncRNA,0
AT1G06640,null,protein_coding,13
AT1G06643,null,miRNA,0
AT1G06645,null,protein_coding,1
AT1G06647,null,miRNA,0
AT1G06650,null,protein_coding,4
AT1G06653,null,miRNA,2
AT1G06657,null,lncRNA,2
AT1G06660,JASON,protein_coding,1
AT1G06663,null,lncRNA,0
AT1G06667,null,snoRNA,42
AT1G06670,NIH,protein_coding,3
AT1G06673,null,snoRNA,16
AT1G06677,null,ncRNA,0
AT1G06680,PSBP1,protein_coding,258
AT1G06683,null,lncRNA,0
AT1G06687,null,lncRNA,0
AT1G06690,null,protein_coding,2
AT1G06693,null,lncRNA,0
AT1G06697,null,lncRNA,0
AT1G06700,PTI11,protein_coding,9
AT1G06703,null,lncRNA,0
AT1G06707,null,lncRNA,0
AT1G06710,null,protein_coding,0
AT1G06713,null,lncRNA,0
AT1G06717,null,lncRNA,1
AT1G06720,null,protein_coding,7
AT1G06723,null,lncRNA,104
AT1G06727,null,lncRNA,0
AT1G06730,null,protein_coding,1
AT1G06733,null,lncRNA,0
AT1G06737,null,lncRNA,0
AT1G06740,null,protein_coding,3
AT1G06743,null,lncRNA,0
AT1G06747,null,lncRNA,0
AT1G06750,null,protein_coding,3
AT1G06753,null,lncRNA,0
AT1G06757,null,lncRNA,0
AT1G06760,null,protein_coding,15
AT1G06770,DRIP1,protein_coding,1
AT1G06773,null,lncRNA,0
AT1G06777,null,lncRNA,4
AT1G06780,GAUT6,protein_coding,4
AT1G06783,null,lncRNA,0
AT1G06787,null,lncRNA,0
AT1G06790,null,protein_coding,0
AT1G06797,null,ncRNA,0
AT1G06800,PLA-I{gamma}1,protein_coding,3
AT1G06810,null,protein_coding,1
AT1G06817,null,lncRNA,1
AT1G06820,CRTISO,protein_coding,3
AT1G06823,null,lncRNA,7
AT1G06827,null,lncRNA,51
AT1G06830,GRXS11,protein_coding,0
AT1G06837,null,lncRNA,3
AT1G06840,null,protein_coding,7
AT1G06850,AtbZIP52,protein_coding,3
AT1G06853,null,lncRNA,0
AT1G06857,null,lncRNA,0
AT1G06860,null,tRNA,0
AT1G06863,null,lncRNA,0
AT1G06867,null,lncRNA,0
AT1G06870,TPP2,protein_coding,3
AT1G06873,null,snRNA,0
AT1G06877,null,snRNA,0
AT1G06880,null,tRNA,0
AT1G06883,null,lncRNA,7
AT1G06890,UXT3,protein_coding,9
AT1G06897,null,lncRNA,74
AT1G06900,null,protein_coding,8
AT1G06903,null,miRNA,0
AT1G06907,null,lncRNA,4
AT1G06910,TRFL7,protein_coding,1
AT1G06913,null,lncRNA,0
AT1G06917,null,lncRNA,0
AT1G06920,OFP4,protein_coding,0
AT1G06923,null,protein_coding,0
AT1G06925,null,protein_coding,0
AT1G06927,null,lncRNA,26
AT1G06930,null,protein_coding,0
AT1G06933,null,lncRNA,0
AT1G06937,null,lncRNA,0
AT1G06943,null,lncRNA,0
AT1G06947,null,lncRNA,0
AT1G06950,TIC110,protein_coding,21
AT1G06953,null,lncRNA,0
AT1G06957,null,lncRNA,5
AT1G06960,null,protein_coding,1
AT1G06963,null,lncRNA,3
AT1G06967,null,lncRNA,5
AT1G06970,CHX14,protein_coding,0
AT1G06973,null,lncRNA,5
AT1G06977,null,lncRNA,1
AT1G06980,null,protein_coding,1
AT1G06983,null,lncRNA,1
AT1G06987,null,lncRNA,39
AT1G06990,null,protein_coding,0
AT1G06993,null,lncRNA,8
AT1G06997,null,lncRNA,3
AT1G07000,ATEXO70B2,protein_coding,3
AT1G07003,null,lncRNA,2
AT1G07007,null,lncRNA,3
AT1G07010,null,protein_coding,3
AT1G07013,null,lncRNA,14
AT1G07017,null,lncRNA,4
AT1G07020,null,protein_coding,1
AT1G07023,null,lncRNA,1
AT1G07025,null,protein_coding,8
AT1G07027,null,lncRNA,0
AT1G07030,null,protein_coding,2
AT1G07040,null,protein_coding,6
AT1G07050,null,protein_coding,0
AT1G07051,MIR847A,miRNA,23
AT1G07060,null,protein_coding,0
AT1G07070,RPL35AA,protein_coding,0
AT1G07080,null,protein_coding,5
AT1G07090,LSH6,protein_coding,6
AT1G07100,null,tRNA,0
AT1G07110,FKFBP,protein_coding,8
AT1G07117,null,lncRNA,3
AT1G07119,null,lncRNA,0
AT1G07120,null,protein_coding,0
AT1G07123,null,lncRNA,9
AT1G07127,null,lncRNA,4
AT1G07128,null,lncRNA,0
AT1G07130,STN1,protein_coding,0
AT1G07133,null,lncRNA,6
AT1G07135,null,protein_coding,1
AT1G07137,null,miRNA,8
AT1G07140,RANBP1A,protein_coding,15
AT1G07143,null,lncRNA,0
AT1G07147,null,lncRNA,0
AT1G07150,MAPKKK13,protein_coding,3
AT1G07157,null,lncRNA,1
AT1G07160,null,protein_coding,0
AT1G07163,null,lncRNA,0
AT1G07167,null,lncRNA,0
AT1G07170,null,protein_coding,2
AT1G07173,null,lncRNA,0
AT1G07175,null,protein_coding,0
AT1G07177,null,lncRNA,0
AT1G07180,NDA1,protein_coding,5
AT1G07183,null,lncRNA,0
AT1G07187,null,lncRNA,0
AT1G07190,null,protein_coding,0
AT1G07193,null,lncRNA,2
AT1G07197,null,lncRNA,0
AT1G07200,SMXL6,protein_coding,9
AT1G07210,null,protein_coding,6
AT1G07220,null,protein_coding,1
AT1G07230,NPC1,protein_coding,12
AT1G07233,null,lncRNA,315
AT1G07237,null,lncRNA,1
AT1G07240,UGT71C5,protein_coding,6
AT1G07243,null,miRNA,30
AT1G07247,null,lncRNA,0
AT1G07250,UGT71C4,protein_coding,21
AT1G07253,null,lncRNA,0
AT1G07257,null,ncRNA,0
AT1G07260,UGT71C3,protein_coding,9
AT1G07263,null,lncRNA,0
AT1G07267,null,lncRNA,0
AT1G07270,CDC6B,protein_coding,0
AT1G07273,null,lncRNA,0
AT1G07277,null,lncRNA,0
AT1G07280,null,protein_coding,7
AT1G07283,null,miRNA,0
AT1G07287,null,lncRNA,0
AT1G07290,GONST2,protein_coding,0
AT1G07293,null,lncRNA,18
AT1G07297,null,lncRNA,0
AT1G07300,null,protein_coding,0
AT1G07303,null,lncRNA,0
AT1G07310,null,protein_coding,5
AT1G07313,null,lncRNA,0
AT1G07317,null,lncRNA,1
AT1G07320,RPL4,protein_coding,30
AT1G07323,null,lncRNA,2
AT1G07327,null,lncRNA,2
AT1G07330,null,protein_coding,0
AT1G07333,null,lncRNA,14
AT1G07337,null,lncRNA,3
AT1G07340,STP2,protein_coding,0
AT1G07343,null,lncRNA,0
AT1G07347,null,lncRNA,19
AT1G07350,SR45A,protein_coding,8
AT1G07353,null,lncRNA,0
AT1G07357,null,miRNA,8
AT1G07360,null,protein_coding,4
AT1G07367,null,lncRNA,0
AT1G07370,PCNA,protein_coding,0
AT1G07373,null,lncRNA,0
AT1G07380,null,protein_coding,2
AT1G07383,null,lncRNA,193
AT1G07390,AtRLP1,protein_coding,0
AT1G07393,null,snoRNA,206
AT1G07397,null,lncRNA,0
AT1G07400,HSP17.8,protein_coding,1
AT1G07407,null,lncRNA,0
AT1G07410,RABA2B,protein_coding,0
AT1G07413,null,lncRNA,0
AT1G07417,null,lncRNA,0
AT1G07420,SMO2-2,protein_coding,2
AT1G07423,null,lncRNA,0
AT1G07430,AIP1,protein_coding,2
AT1G07433,null,lncRNA,0
AT1G07437,null,lncRNA,0
AT1G07440,null,protein_coding,3
AT1G07447,null,lncRNA,0
AT1G07450,null,protein_coding,0
AT1G07453,null,lncRNA,8
AT1G07457,null,lncRNA,0
AT1G07460,null,protein_coding,0
AT1G07463,null,lncRNA,0
AT1G07467,null,lncRNA,0
AT1G07470,null,protein_coding,1
AT1G07473,null,protein_coding,0
AT1G07476,null,protein_coding,0
AT1G07477,null,lncRNA,0
AT1G07480,null,protein_coding,0
AT1G07483,null,lncRNA,5
AT1G07485,null,protein_coding,0
AT1G07487,null,snoRNA,0
AT1G07490,RTFL3,protein_coding,0
AT1G07493,null,lncRNA,52
AT1G07497,null,lncRNA,0
AT1G07500,SMR5,protein_coding,0
AT1G07503,null,lncRNA,0
AT1G07507,null,ncRNA,0
AT1G07510,FTSH10,protein_coding,4
AT1G07513,null,lncRNA,0
AT1G07517,null,lncRNA,0
AT1G07520,null,protein_coding,0
AT1G07523,null,lncRNA,0
AT1G07527,null,lncRNA,0
AT1G07530,SCL14,protein_coding,10
AT1G07533,null,lncRNA,0
AT1G07537,null,snRNA,0
AT1G07540,TRP5,protein_coding,0
AT1G07543,null,ncRNA,0
AT1G07547,null,lncRNA,0
AT1G07550,null,protein_coding,2
AT1G07553,null,lncRNA,0
AT1G07557,null,lncRNA,0
AT1G07560,null,protein_coding,1
AT1G07563,null,lncRNA,0
AT1G07567,null,lncRNA,0
AT1G07570,APK1A,protein_coding,3
AT1G07573,null,lncRNA,0
AT1G07580,null,tRNA,0
AT1G07583,null,lncRNA,0
AT1G07587,null,lncRNA,2
AT1G07590,null,protein_coding,30
AT1G07593,null,snoRNA,1299
AT1G07597,null,lncRNA,0
AT1G07600,MT1A,protein_coding,0
AT1G07603,null,lncRNA,2
AT1G07607,null,lncRNA,0
AT1G07610,MT1C,protein_coding,17
AT1G07613,null,miRNA,0
AT1G07615,ATOBGM,protein_coding,2
AT1G07617,null,lncRNA,0
AT1G07620,ATOBGM,protein_coding,2
AT1G07623,null,lncRNA,12
AT1G07627,null,lncRNA,25
AT1G07630,PLL5,protein_coding,5
AT1G07633,null,miRNA,1
AT1G07637,null,lncRNA,0
AT1G07640,OBP2,protein_coding,6
AT1G07645,ATDSI-1VOC,protein_coding,0
AT1G07647,null,ncRNA,0
AT1G07650,null,protein_coding,12
AT1G07653,null,lncRNA,0
AT1G07657,null,lncRNA,0
AT1G07660,null,protein_coding,1
AT1G07663,null,lncRNA,0
AT1G07667,null,lncRNA,0
AT1G07670,ECA4,protein_coding,5
AT1G07673,null,lncRNA,0
AT1G07680,null,protein_coding,0
AT1G07683,null,lncRNA,0
AT1G07690,null,protein_coding,0
AT1G07693,null,lncRNA,0
AT1G07697,null,lncRNA,0
AT1G07700,null,protein_coding,1
AT1G07702,null,snoRNA,0
AT1G07703,null,lncRNA,0
AT1G07705,null,protein_coding,2
AT1G07707,null,lncRNA,0
AT1G07710,null,protein_coding,2
AT1G07717,null,lncRNA,0
AT1G07720,KCS3,protein_coding,8
AT1G07723,null,lncRNA,0
AT1G07725,ATEXO70H6,protein_coding,0
AT1G07727,null,miRNA,0
AT1G07728,null,lncRNA,0
AT1G07730,DIR25,protein_coding,0
AT1G07733,null,lncRNA,0
AT1G07737,null,lncRNA,0
AT1G07740,null,protein_coding,0
AT1G07743,null,lncRNA,0
AT1G07745,RAD51D,protein_coding,0
AT1G07747,null,protein_coding,0
AT1G07750,null,protein_coding,6
AT1G07753,null,lncRNA,0
AT1G07757,null,ncRNA,0
AT1G07760,null,tRNA,1
AT1G07763,null,lncRNA,7
AT1G07767,null,lncRNA,0
AT1G07770,RPS15AF,protein_coding,21
AT1G07773,null,lncRNA,0
AT1G07777,null,lncRNA,0
AT1G07780,PAI1,protein_coding,0
AT1G07783,null,lncRNA,1
AT1G07787,null,lncRNA,0
AT1G07790,HTB1,protein_coding,5
AT1G07793,null,lncRNA,25
AT1G07795,null,protein_coding,0
AT1G07803,null,lncRNA,0
AT1G07807,null,lncRNA,0
AT1G07810,ECA1,protein_coding,3
AT1G07813,null,lncRNA,0
AT1G07820,null,protein_coding,1
AT1G07823,null,lncRNA,0
AT1G07827,null,snRNA,0
AT1G07830,null,protein_coding,1
AT1G07833,null,lncRNA,0
AT1G07837,null,lncRNA,0
AT1G07840,null,protein_coding,2
AT1G07843,null,lncRNA,0
AT1G07847,null,ncRNA,0
AT1G07850,null,protein_coding,0
AT1G07853,null,lncRNA,0
AT1G07857,null,lncRNA,0
AT1G07860,null,protein_coding,0
AT1G07863,null,lncRNA,0
AT1G07867,null,miRNA,0
AT1G07870,null,protein_coding,4
AT1G07873,null,lncRNA,0
AT1G07877,null,lncRNA,0
AT1G07880,MPK13,protein_coding,0
AT1G07883,null,snRNA,0
AT1G07885,null,protein_coding,0
AT1G07887,null,lncRNA,0
AT1G07890,APX1,protein_coding,102
AT1G07893,null,lncRNA,0
AT1G07897,null,snoRNA,39
AT1G07900,LBD1,protein_coding,0
AT1G07901,null,protein_coding,0
AT1G07902,null,protein_coding,0
AT1G07903,null,snoRNA,0
AT1G07907,null,lncRNA,0
AT1G07910,ATRNL,protein_coding,2
AT1G07913,null,lncRNA,0
AT1G07917,null,lncRNA,0
AT1G07920,A1,protein_coding,12
AT1G07923,null,lncRNA,0
AT1G07927,null,lncRNA,0
AT1G07930,A1,protein_coding,10
AT1G07933,null,lncRNA,0
AT1G07937,null,lncRNA,0
AT1G07940,A1,protein_coding,16
AT1G07943,null,lncRNA,0
AT1G07947,null,lncRNA,0
AT1G07950,MED22B,protein_coding,2
AT1G07957,null,snoRNA,5
AT1G07960,PDIL5-1,protein_coding,3
AT1G07963,null,ncRNA,0
AT1G07967,null,lncRNA,0
AT1G07970,null,protein_coding,1
AT1G07973,null,lncRNA,0
AT1G07977,null,ncRNA,15
AT1G07980,NF-YC10,protein_coding,3
AT1G07983,null,lncRNA,0
AT1G07985,null,protein_coding,0
AT1G07987,null,lncRNA,0
AT1G07990,null,protein_coding,13
AT1G07993,null,lncRNA,0
AT1G07997,null,lncRNA,0
AT1G08000,GATA10,protein_coding,2
AT1G08003,null,lncRNA,0
AT1G08005,null,protein_coding,0
AT1G08007,null,lncRNA,0
AT1G08010,GATA11,protein_coding,3
AT1G08013,null,lncRNA,0
AT1G08017,null,lncRNA,0
AT1G08023,null,lncRNA,0
AT1G08027,null,lncRNA,0
AT1G08030,TPST,protein_coding,0
AT1G08033,null,lncRNA,0
AT1G08035,SMR16,protein_coding,0
AT1G08037,null,lncRNA,0
AT1G08040,null,protein_coding,6
AT1G08043,null,lncRNA,0
AT1G08047,null,lncRNA,0
AT1G08050,null,protein_coding,0
AT1G08053,null,miRNA,164
AT1G08057,null,lncRNA,0
AT1G08060,MOM,protein_coding,12
AT1G08063,null,lncRNA,0
AT1G08065,ACA5,protein_coding,0
AT1G08070,PCMP-H12,protein_coding,0
AT1G08073,null,lncRNA,0
AT1G08077,null,lncRNA,3
AT1G08080,ACA7,protein_coding,0
AT1G08087,null,lncRNA,0
AT1G08090,NRT2.1,protein_coding,0
AT1G08093,null,lncRNA,0
AT1G08097,null,lncRNA,0
AT1G08100,NRT2.2,protein_coding,0
AT1G08103,null,lncRNA,0
AT1G08107,null,snoRNA,0
AT1G08110,null,protein_coding,10
AT1G08113,null,snoRNA,8
AT1G08115,null,snRNA,41
AT1G08117,null,snoRNA,60
AT1G08120,null,protein_coding,0
AT1G08123,null,snoRNA,201
AT1G08125,null,protein_coding,1
AT1G08127,null,lncRNA,0
AT1G08130,LIG1,protein_coding,5
AT1G08133,null,lncRNA,0
AT1G08135,CHX6B,protein_coding,0
AT1G08137,null,lncRNA,0
AT1G08140,CHX6A,protein_coding,0
AT1G08143,null,lncRNA,0
AT1G08147,null,lncRNA,0
AT1G08150,CHX5,protein_coding,1
AT1G08153,null,lncRNA,0
AT1G08157,null,miRNA,0
AT1G08160,null,protein_coding,0
AT1G08163,null,miRNA,0
AT1G08165,null,protein_coding,1
AT1G08170,null,protein_coding,0
AT1G08173,null,lncRNA,0
AT1G08177,null,lncRNA,0
AT1G08180,SMR2,protein_coding,1
AT1G08183,null,lncRNA,0
AT1G08190,VPS41,protein_coding,15
AT1G08193,null,lncRNA,0
AT1G08200,AXS2,protein_coding,21
AT1G08207,null,lncRNA,0
AT1G08210,null,protein_coding,3
AT1G08213,null,lncRNA,0
AT1G08217,null,lncRNA,0
